SO ID,Date,Item,Vendor,Additional Fabric Surcharge,Block Value,Fabric Quantity
9995-1,21/1/2019,AA Collection - (TSHL069),Jerome Clothiers,0,38,1.85
9995-1,21/1/2019,Basic CMT – Shirt,CMT - Basic,0,38,1.85
9994-1,21/1/2019,AA Collection - (TSHL059),Jerome Clothiers,0,34,1.70
9994-1,21/1/2019,Basic CMT – Shirt,CMT - Basic,0,34,1.70
9993-2,21/1/2019,AA Collection - (TSHL076),Jerome Clothiers,0,40,1.85
9993-2,21/1/2019,Basic CMT – Shirt,CMT - Basic,0,40,1.85
9993-1,21/1/2019,AA Collection - (TSHL073),Jerome Clothiers,0,40,1.85
9993-1,21/1/2019,Basic CMT – Shirt,CMT - Basic,0,40,1.85
9992-1,20/1/2019,AA Collection - (TSHL059),Jerome Clothiers,0,35,1.80
9992-1,20/1/2019,Basic CMT – Shirt,CMT - Basic,0,35,1.80
9989-3,20/1/2019,B Collection - (MS147NVS),Jerome Clothiers,0,37,2.02
9989-3,20/1/2019,Basic CMT – Shirt,CMT - Basic,0,37,2.02
9989-2,20/1/2019,A Collection - (TSHL027),Jerome Clothiers,0,37,1.80
9989-2,20/1/2019,Basic CMT – Shirt,CMT - Basic,0,37,1.80
9989-1,20/1/2019,A Collection - (TSHL060),Jerome Clothiers,0,37,1.80
9989-1,20/1/2019,Basic CMT – Shirt,CMT - Basic,0,37,1.80
9988-1,20/1/2019,CMT Item,Gladson,0,52,5.30
9988-1,20/1/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,52,5.30
9987-1,20/1/2019,CMT Item,Gladson,0,54,3.90
9987-1,20/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,54,3.90
9986-2,20/1/2019,CMT Item,Gladson,0,46,2.30
9986-2,20/1/2019,Basic CMT – Shirt,CMT - Basic,0,46,2.30
9986-1,20/1/2019,CMT Item,Holland and Sherry,0,62,4.20
9986-1,20/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,62,4.20
9985-2,20/1/2019,CMT Item,Gladson,0,54,4.20
9985-2,20/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,54,4.20
9975-1,19/1/2019,A Collection - (TRG115),Jerome Clothiers,0,56,4.00
9975-1,19/1/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,56,4.00
9974-1,19/1/2019,A Collection - (TRG115),Jerome Clothiers,0,50,4.50
9974-1,19/1/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,50,4.50
9973-2,19/1/2019,D Collection - (TSHC017A),Jerome Clothiers,0,36,1.80
9973-2,19/1/2019,Basic CMT – Shirt,CMT - Basic,0,36,1.80
9973-1,19/1/2019,CMT Item,Harrisons,0,50,3.50
9973-1,19/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,50,3.50
9972-1,18/1/2019,CMT Item,Loro Piana,0,50,3.50
9972-1,18/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,50,3.50
9967-1,18/1/2019,CMT Item,Gladson,0,50,3.30
9967-1,18/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,50,3.30
9963-1,18/1/2019,AA Collection - (TRA021),Jerome Clothiers,0,52,3.50
9963-1,18/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,52,3.50
9959-2,18/1/2019,Lindley - (308-55),Dugdale Bros,0,48,3.40
9959-2,18/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,48,3.40
9959-1,18/1/2019,A Collection - (TSHL060),Jerome Clothiers,0,36,1.85
9959-1,18/1/2019,Basic CMT – Shirt,CMT - Basic,0,36,1.85
9958-2,17/1/2019,Royal Classic Vantage - (3465),Dugdale Bros,0,48,3.30
9958-2,17/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,48,3.30
9958-1,17/1/2019,Royal Classic Vantage - (3465),Dugdale Bros,0,44,1.40
9958-1,17/1/2019,Basic CMT – Waistcoat,CMT - Basic,0,44,1.40
9950-1,17/1/2019,A Collection - (TRG108),Jerome Clothiers,0,102,3.70
9950-1,17/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,102,3.70
9944-2,17/1/2019,CMT Item,Gladson,0,38,1.99
9944-2,17/1/2019,Basic CMT – Shirt,CMT - Basic,0,38,1.99
9944-1,17/1/2019,A Collection - (TSHL043),Jerome Clothiers,0,38,1.99
9944-1,17/1/2019,Basic CMT – Shirt,CMT - Basic,0,38,1.99
9939-1,16/1/2019,D Collection - (TRE1655),Jerome Clothiers,0,64,3.10
9939-1,16/1/2019,Basic CMT – Overcoat,CMT - Basic,0,64,3.10
9938-1,16/1/2019,A Collection - (TRG117),Jerome Clothiers,0,48,3.70
9938-1,16/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,48,3.70
9937-1,16/1/2019,BB Collection - (TRV49),Jerome Clothiers,0,48,3.70
9937-1,16/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,48,3.70
9930-2,16/1/2019,D Collection - (TSHC017A),Jerome Clothiers,0,37,1.80
9930-2,16/1/2019,Basic CMT – Shirt,CMT - Basic,0,37,1.80
9930-1,16/1/2019,D Collection - (TSHC017A),Jerome Clothiers,0,37,1.80
9930-1,16/1/2019,Basic CMT – Shirt,CMT - Basic,0,37,1.80
9929-1,16/1/2019,CMT Item,Loro Piana,0,50,3.50
9929-1,16/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,50,3.50
9928-1,15/1/2019,CMT Item,Loro Piana,0,52,2.00
9928-1,15/1/2019,Basic CMT – Jacket,CMT - Basic,0,52,2.00
9882-1,14/1/2019,BB Collection - (TRV44),Jerome Clothiers,0,52,2.00
9882-1,14/1/2019,Basic CMT – Jacket,CMT - Basic,0,52,2.00
9877-1,13/1/2019,CMT Item,Cerruti,0,42,3.40
9877-1,13/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,42,3.40
9876-2,13/1/2019,CMT Item,Cerruti,0,46,4.50
9876-2,13/1/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,46,4.50
9876-1,13/1/2019,A Collection - (TSHL060),Jerome Clothiers,0,36,1.80
9876-1,13/1/2019,Basic CMT – Shirt,CMT - Basic,0,36,1.80
9875-2,13/1/2019,CMT Item,Gladson,0,37,1.80
9875-2,13/1/2019,Basic CMT – Shirt,CMT - Basic,0,37,1.80
9874-1,13/1/2019,CMT Item,Cerruti,0,48,3.30
9874-1,13/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,48,3.30
9873-1,13/1/2019,CMT Item,Loro Piana,0,48,2.79
9873-1,13/1/2019,Basic CMT – Overcoat,CMT - Basic,0,48,2.79
9872-1,12/1/2019,C Collection - (M40034),Jerome Clothiers,0,48,3.50
9872-1,12/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,48,3.50
9868-4,12/1/2019,A Collection - (TSHL060),Jerome Clothiers,0,41,1.85
9868-4,12/1/2019,Basic CMT – Shirt,CMT - Basic,0,41,1.85
9868-3,12/1/2019,A  Collection - (TSHL070),Jerome Clothiers,0,41,1.85
9868-3,12/1/2019,Basic CMT – Shirt,CMT - Basic,0,41,1.85
9868-2,12/1/2019,A Collection - (TRG129),Jerome Clothiers,0,58,4.00
9868-2,12/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,58,4.00
9868-1,12/1/2019,AA Collection - (TRA018),Jerome Clothiers,0,58,4.00
9868-1,12/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,58,4.00
9854-1,11/1/2019,CMT Item,Gladson,0,62,4.30
9854-1,11/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,62,4.30
9853-1,11/1/2019,CMT Item,Ariston,0,52,3.90
9853-1,11/1/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,52,3.90
9836-1,10/1/2019,CMT Item,Gladson,0,46,1.45
9836-1,10/1/2019,Basic CMT – Waistcoat,CMT - Basic,0,46,1.45
9835-1,10/1/2019,AA Collection - (TSHL002),Jerome Clothiers,0,37,1.80
9835-1,10/1/2019,Basic CMT – Shirt,CMT - Basic,0,37,1.80
9834-1,10/1/2019,CMT Item,Ariston,0,50,3.60
9834-1,10/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,50,3.60
9833-1,10/1/2019,A Collection - (TRG014),Jerome Clothiers,0,98,3.70
9833-1,10/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,98,3.70
9832-1,10/1/2019,Royal Classic Vantage - (3458),Dugdale Bros,0,54,3.80
9832-1,10/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,54,3.80
9831-2,10/1/2019,C Collection - (M40040),Jerome Clothiers,0,56,3.90
9831-2,10/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,56,3.90
9831-1,10/1/2019,A Collection - (TRG119),Jerome Clothiers,0,56,4.00
9831-1,10/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,56,4.00
9825-1,9/1/2019,CMT Item,Dugdale Bros,0,46,1.55
9825-1,9/1/2019,Basic CMT – Trouser,CMT - Basic,0,46,1.55
9806-1,9/1/2019,A Collection - (TSHL060),Jerome Clothiers,0,40,1.85
9806-1,9/1/2019,Basic CMT – Shirt,CMT - Basic,0,40,1.85
9805-1,9/1/2019,CMT Item,Ariston,0,58,4.30
9805-1,9/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,58,4.30
9804-1,9/1/2019,CMT Item,Gladson,0,62,1.50
9804-1,9/1/2019,Basic CMT – Waistcoat,CMT - Basic,0,62,1.50
9803-2,8/1/2019,CMT Item,Harrisons,0,50,2.00
9803-2,8/1/2019,Basic CMT – Trouser,CMT - Basic,0,50,2.00
9803-1,8/1/2019,CMT Item,Harrisons,0,50,3.30
9803-1,8/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,50,3.30
9800-1,8/1/2019,AA Collection - (TSHL059),Jerome Clothiers,0,39,1.85
9800-1,8/1/2019,Basic CMT – Shirt,CMT - Basic,0,39,1.85
9796-1,8/1/2019,A Collection - (TRG012),Jerome Clothiers,0,56,4.20
9796-1,8/1/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,56,4.20
9786-1,7/1/2019,A Collection - (TRG001),Jerome Clothiers,0,52,3.50
9786-1,7/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,52,3.50
9785-1,7/1/2019,A Collection - (TSW14178S-22),,0,34,1.70
9785-1,7/1/2019,Basic CMT – Shirt,,0,34,1.70
9776-1,7/1/2019,AA Collection - (TSHL073),Jerome Clothiers,0,34,1.70
9776-1,7/1/2019,Basic CMT – Shirt,CMT - Basic,0,34,1.70
9775-1,6/1/2019,VAT/GST Charge,,0,0,
9774-4,6/1/2019,VAT/GST Charge,,0,0,
9774-3,6/1/2019,VAT/GST Charge,,0,0,
9774-2,6/1/2019,VAT/GST Charge,,0,0,
9774-1,6/1/2019,VAT/GST Charge,,0,0,
9773-4,6/1/2019,VAT/GST Charge,,0,0,
9773-3,6/1/2019,VAT/GST Charge,,0,0,
9773-2,6/1/2019,VAT/GST Charge,,0,0,
9773-1,6/1/2019,VAT/GST Charge,,0,0,
9772-5,6/1/2019,Shipping Charge,,0,0,
9772-4,6/1/2019,Shipping Charge,,0,0,
9772-3,6/1/2019,Shipping Charge,,0,0,
9772-2,6/1/2019,Shipping Charge,,0,0,
9772-1,6/1/2019,Shipping Charge,,0,0,
9770-1,6/1/2019,VAT/GST Charge,,0,0,
9769-2,6/1/2019,Shipping Charge,,0,0,
9769-1,6/1/2019,Shipping Charge,,0,0,
9768-1,6/1/2019,VAT/GST Charge,,0,0,
9763-1,6/1/2019,Four Season Shirting (TSHL060) - Shirt,Jerome Clothiers,0,38,1.85
9763-1,6/1/2019,Basic CMT – Shirt,CMT - Basic,0,38,1.85
9761-2,6/1/2019,D Collection - (TRE1748),Jerome Clothiers,0,46,2.20
9761-2,6/1/2019,Basic CMT – Jacket,CMT - Basic,0,46,2.20
9761-1,6/1/2019,AA Collection - (TSHL003),Jerome Clothiers,0,34,1.70
9761-1,6/1/2019,Basic CMT – Shirt,CMT - Basic,0,34,1.70
9760-3,5/1/2019,AA Collection - (TSHL073),Jerome Clothiers,0,40,1.85
9760-3,5/1/2019,Basic CMT – Shirt,CMT - Basic,0,40,1.85
9757-9,4/1/2019,A Collection - (TRG006),Jerome Clothiers,0,56,4.00
9757-9,4/1/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,56,4.00
9757-8,4/1/2019,A Collection - (TRG006),Jerome Clothiers,0,60,4.50
9757-8,4/1/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,60,4.50
9757-7,4/1/2019,A Collection - (TRG006),Jerome Clothiers,0,54,4.00
9757-7,4/1/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,54,4.00
9757-6,4/1/2019,A Collection - (TRG006),Jerome Clothiers,0,54,4.00
9757-6,4/1/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,54,4.00
9757-5,4/1/2019,A Collection - (TRG006),Jerome Clothiers,0,52,3.90
9757-5,4/1/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,52,3.90
9757-4,4/1/2019,A Collection - (TRG006),Jerome Clothiers,0,50,3.90
9757-4,4/1/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,50,3.90
9757-3,4/1/2019,A Collection - (TRG006),Jerome Clothiers,0,48,3.70
9757-3,4/1/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,48,3.70
9757-2,4/1/2019,A Collection - (TRG006),Jerome Clothiers,0,46,3.70
9757-2,4/1/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,46,3.70
9757-11,4/1/2019,A Collection - (TRG006),Jerome Clothiers,0,62,4.50
9757-11,4/1/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,62,4.50
9757-10,4/1/2019,A Collection - (TRG006),Jerome Clothiers,0,58,4.50
9757-10,4/1/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,58,4.50
9757-1,4/1/2019,A Collection - (TRG006),Jerome Clothiers,0,44,3.40
9757-1,4/1/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,44,3.40
9756-1,4/1/2019,E Collection - (TRE1791),Jerome Clothiers,0,52,2.20
9756-1,4/1/2019,Basic CMT – Jacket,CMT - Basic,0,52,2.20
9755-3,4/1/2019,E Collection - (M64009),Jerome Clothiers,0,54,2.60
9755-3,4/1/2019,Basic CMT – Jacket,CMT - Basic,0,54,2.60
9755-2,4/1/2019,Italica Luxury - (M56505),Jerome Clothiers,0,56,2.50
9755-2,4/1/2019,Basic CMT – Trouser,CMT - Basic,0,56,2.50
9755-1,4/1/2019,E Collection - (M64004),Jerome Clothiers,0,56,3.70
9755-1,4/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,56,3.70
9754-1,4/1/2019,A Collection - (TSHL063),Jerome Clothiers,0,39,1.85
9754-1,4/1/2019,Basic CMT – Shirt,CMT - Basic,0,39,1.85
9753-2,4/1/2019,A Collection - (TRG114),Jerome Clothiers,0,56,3.70
9753-2,4/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,56,3.70
9753-1,4/1/2019,A Collection - (TRG113),Jerome Clothiers,0,56,2.00
9753-1,4/1/2019,Basic CMT – Trouser,CMT - Basic,0,56,2.00
9750-1,4/1/2019,B Collection - (TSHC089),Jerome Clothiers,0,37,1.80
9750-1,4/1/2019,Basic CMT – Shirt,CMT - Basic,0,37,1.80
9749-3,3/1/2019,CMT Item,Test Vendor,0,36,2.30
9749-3,3/1/2019,Basic CMT – Shirt,CMT - Basic,0,36,2.30
9749-2,3/1/2019,Four Season Shirting (TSHL060) - Shirt,Jerome Clothiers,0,36,2.30
9749-2,3/1/2019,Basic CMT – Shirt,CMT - Basic,0,36,2.30
9749-1,3/1/2019,D Collection - (TSHC018),Jerome Clothiers,0,36,2.30
9749-1,3/1/2019,Basic CMT – Shirt,CMT - Basic,0,36,2.30
9748-2,3/1/2019,AA Collection - (TRA019),Jerome Clothiers,0,50,2.20
9748-2,3/1/2019,Basic CMT – Trouser,CMT - Basic,0,50,2.20
9748-1,3/1/2019,AA Collection - (TRA021),Jerome Clothiers,0,50,2.20
9748-1,3/1/2019,Basic CMT – Trouser,CMT - Basic,0,50,2.20
9747-1,3/1/2019,A Collection - (TRG002),Jerome Clothiers,0,50,3.50
9747-1,3/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,50,3.50
9746-1,1/1/2019,A Collection - (TSHL060),Jerome Clothiers,0,47,2.30
9746-1,1/1/2019,Basic CMT – Shirt,CMT - Basic,0,47,2.30
9745-1,1/1/2019,A Collection - (TRG004),Jerome Clothiers,0,30,4.00
9745-1,1/1/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,30,4.00
17392-2,20/11/2019,AA Collection - (TSHL111),Jerome Clothiers,0,44,2.05
17392-2,20/11/2019,Basic CMT – Shirt,CMT - Basic,0,44,2.05
17392-1,20/11/2019,AA Collection - (TRA041),Jerome Clothiers,0,58,4.10
17392-1,20/11/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,58,4.10
17391-1,20/11/2019,Super - (10006.001.90),Filarte,0,50,3.50
17391-1,20/11/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,50,3.50
17390-1,20/11/2019,Flannel - (10155.002.3),Filarte,.3,114,4.85
17390-1,20/11/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,114,4.85
17389-1,20/11/2019,FRESCO 3 - (510233),Huddersfield Fine Worsteds,0,50,2.00
17389-1,20/11/2019,Basic CMT – Jacket,CMT - Basic,0,50,2.00
17388-1,20/11/2019,Flannel - (10017.044.3),Filarte,0,50,2.00
17388-1,20/11/2019,Basic CMT – Jacket,CMT - Basic,0,50,2.00
17387-1,20/11/2019,AA Collection - (TRA011),Jerome Clothiers,0,62,4.00
17387-1,20/11/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,62,4.00
17386-2,20/11/2019,Perennial Solids - (225729),Artextile,.1,50,2.10
17386-2,20/11/2019,Basic CMT – Trouser,CMT - Basic,0,50,2.10
17386-1,20/11/2019,CMT Item,Long Wear,.1,50,2.10
17386-1,20/11/2019,Basic CMT – Trouser,CMT - Basic,0,50,2.10
17385-1,20/11/2019,Spring - (10186.005.94),Filarte,0,42,2.00
17385-1,20/11/2019,Basic CMT – Jacket,CMT - Basic,0,42,2.00
17384-1,20/11/2019,AA Collection - (TRA008),Jerome Clothiers,0,52,2.00
17384-1,20/11/2019,Basic CMT – Jacket,CMT - Basic,0,52,2.00
17383-1,19/11/2019,EDISON DP - (128169),AC Shirt,0,40,1.99
17383-1,19/11/2019,Basic CMT – Shirt,CMT - Basic,0,40,1.99
17382-1,19/11/2019,AA Collection - (TRA043),Jerome Clothiers,0,27,4.15
17382-1,19/11/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,27,4.15
17381-1,19/11/2019,C Collection - (M56008),Jerome Clothiers Cut Length,0,44,1.65
17381-1,19/11/2019,Basic CMT – Trouser,CMT - Basic,0,44,1.65
17380-1,19/11/2019,C Collection - (M56009),Jerome Clothiers Cut Length,0,44,2.00
17380-1,19/11/2019,Basic CMT – Jacket,CMT - Basic,0,44,2.00
17379-1,19/11/2019,AA Collection - (TSHL059),Jerome Clothiers,0,34,1.84
17379-1,19/11/2019,Basic CMT – Shirt,CMT - Basic,0,34,1.84
17377-1,19/11/2019,FRESCO 3 - (510265),Huddersfield Fine Worsteds,.3,110,4.90
17377-1,19/11/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,110,4.90
17375-1,19/11/2019,Four Seasons - (653006),Loro Piana,.05,42,3.10
17375-1,19/11/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,42,3.10
17374-1,19/11/2019,AA Collection - (TSHL003),Jerome Clothiers,0,39,1.85
17374-1,19/11/2019,Basic CMT – Shirt,CMT - Basic,0,39,1.85
17363-1,19/11/2019,150s Sartoriale - (07153),Carnet,0,48,3.30
17363-1,19/11/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,48,3.30
17362-1,19/11/2019,AA Collection - (TRA021),Jerome Clothiers,0,46,3.50
17362-1,19/11/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,46,3.50
17360-2,19/11/2019,AA Collection - (TRA004),Jerome Clothiers,0,46,1.50
17360-2,19/11/2019,Basic CMT – Trouser,CMT - Basic,0,46,1.50
17360-1,19/11/2019,CMT Item,Holland and Sherry,0,46,2.00
17360-1,19/11/2019,Basic CMT – Jacket,CMT - Basic,0,46,2.00
17353-2,19/11/2019,PD PLAIN - (121378),AC Shirt,0,39,1.90
17353-2,19/11/2019,Basic CMT – Shirt,CMT - Basic,0,39,1.90
17353-1,19/11/2019,MILLER - (121789),AC Shirt,0,39,1.90
17353-1,19/11/2019,Basic CMT – Shirt,CMT - Basic,0,39,1.90
17350-1,19/11/2019,Overcoats - (GI10355.001.1A),Filarte,0,54,2.86
17350-1,19/11/2019,Basic CMT – Overcoat,CMT - Basic,0,54,2.86
17349-1,19/11/2019,CHELSEA 3 - (102785),Huddersfield Fine Worsteds,.15,54,4.00
17349-1,19/11/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,54,4.00
17348-1,19/11/2019,Sport Jacket - (225006),Artextile,.15,94,4.10
17348-1,19/11/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,94,4.10
17347-1,19/11/2019,Casual - (10033.036.1),Filarte,.1,56,4.55
17347-1,19/11/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,56,4.55
17346-3,19/11/2019,Super - (10005.001.2400),Filarte,.2,64,2.80
17346-3,19/11/2019,Basic CMT – Trouser,CMT - Basic,0,64,2.80
17346-2,19/11/2019,Super - (10005.001.2400),Filarte,.2,64,2.80
17346-2,19/11/2019,Basic CMT – Trouser,CMT - Basic,0,64,2.80
17346-1,19/11/2019,Super - (10005.001.203),Filarte,.35,68,4.50
17346-1,19/11/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,68,4.50
17345-1,19/11/2019,Gabardilia - (S05015),Loro Piana,0,46,1.50
17345-1,19/11/2019,Basic CMT – Trouser,CMT - Basic,0,46,1.50
17344-1,19/11/2019,Perennial Solids - (225713),Artextile,0,48,3.30
17344-1,19/11/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,48,3.30
17343-1,19/11/2019,GLORIOUS TWELFTH - (25556),Harrisons,0,52,1.02
17343-1,19/11/2019,Basic CMT – Waistcoat,CMT - Basic,0,52,1.02
17342-1,19/11/2019,APOLLO - (121362),AC Shirt,0,34,1.70
17342-1,19/11/2019,Basic CMT – Shirt,CMT - Basic,0,34,1.70
17341-1,19/11/2019,Rugby - (7WA379.001/24),Drago,.05,44,3.35
17341-1,19/11/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,44,3.35
17340-1,18/11/2019,PD SPAN TWILL - (122709),AC Shirt,0,34,1.70
17340-1,18/11/2019,Basic CMT – Shirt,CMT - Basic,0,34,1.70
17339-1,18/11/2019,HARRIS TWEED - (520134),Huddersfield Fine Worsteds,.1,48,3.04
17339-1,18/11/2019,Basic CMT – Overcoat,CMT - Basic,0,48,3.04
17338-1,18/11/2019,OXFORD - (120236),AC Shirt,0,34,1.70
17338-1,18/11/2019,Basic CMT – Shirt,CMT - Basic,0,34,1.70
17337-2,18/11/2019,OXFORD - (120236),AC Shirt,0,34,1.70
17337-2,18/11/2019,Basic CMT – Shirt,CMT - Basic,0,34,1.70
17337-1,18/11/2019,CMT Item,Drago,0,48,2.00
17337-1,18/11/2019,Basic CMT – Jacket,CMT - Basic,0,48,2.00
17332-1,18/11/2019,Super - (10006.592.5),Filarte,0,106,2.20
17332-1,18/11/2019,Basic CMT – Trouser,CMT - Basic,0,106,2.20
17330-1,18/11/2019,LINCOLN - (122718),AC Shirt,0,40,1.85
17330-1,18/11/2019,Basic CMT – Shirt,CMT - Basic,0,40,1.85
17327-2,17/11/2019,A Collection - (TSHL060),Jerome Clothiers,0,37,1.80
17327-2,17/11/2019,Basic CMT – Shirt,CMT - Basic,0,37,1.80
17327-1,17/11/2019,AA Collection - (TSHL027),Jerome Clothiers,0,37,1.80
17327-1,17/11/2019,Basic CMT – Shirt,CMT - Basic,0,37,1.80
17326-1,17/11/2019,CHELSEA 3 - (101048),Huddersfield Fine Worsteds,0,52,3.50
17326-1,17/11/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,52,3.50
17325-2,17/11/2019,CMT Item,Gladson,0,37,1.80
17325-2,17/11/2019,Basic CMT – Shirt,CMT - Basic,0,37,1.80
17325-1,17/11/2019,CMT Item,Gladson,.1,52,4.30
17325-1,17/11/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,52,4.30
17324-2,17/11/2019,Overcoats - (BR10777.001.6),,.2,62,2.88
17324-2,17/11/2019,Basic CMT – Overcoat,,0,62,2.88
17324-1,17/11/2019,Overcoats - (BR10777.001.4),,.2,62,2.88
17324-1,17/11/2019,Basic CMT – Overcoat,,0,62,2.88
17323-3,17/11/2019,PD SPAN TWILL - (122434),AC Shirt,0,34,1.70
17323-3,17/11/2019,Basic CMT – Shirt,CMT - Basic,0,34,1.70
17323-2,17/11/2019,COLUMBUS DP - (128128),AC Shirt,0,35,1.94
17323-2,17/11/2019,Basic CMT – Shirt,CMT - Basic,0,35,1.94
17323-1,17/11/2019,LINCOLN - (122710),AC Shirt,0,35,1.80
17323-1,17/11/2019,Basic CMT – Shirt,CMT - Basic,0,35,1.80
17322-2,17/11/2019,FLANNEL 2 - (510037),Huddersfield Fine Worsteds,.4,102,1.40
17322-2,17/11/2019,Basic CMT – Waistcoat,CMT - Basic,0,102,1.40
17322-1,17/11/2019,WINTER CLASSICS 2 - (34678),Huddersfield Fine Worsteds,0,54,3.80
17322-1,17/11/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,54,3.80
17321-1,17/11/2019,AA Collection - (TRA043),Jerome Clothiers,0,48,3.70
17321-1,17/11/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,48,3.70
17320-2,17/11/2019,Casual - (10512.004.8),Filarte,.15,48,3.60
17320-2,17/11/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,48,3.60
17320-1,17/11/2019,New Evergreen - (A976-48),Ariston,0,50,1.02
17320-1,17/11/2019,Basic CMT – Waistcoat,CMT - Basic,0,50,1.02
17319-1,17/11/2019,Parties and celebration - (223542),Artextile,.35,126,4.90
17319-1,17/11/2019,Basic CMT – 3 PC Suit,CMT - Basic,0,126,4.90
17318-4,17/11/2019,Perennial Solids - (225704),Artextile,0,52,2.00
17318-4,17/11/2019,Basic CMT – Trouser,CMT - Basic,0,52,2.00
17318-3,17/11/2019,FRESCO 3 - (510246),Huddersfield Fine Worsteds,0,52,2.00
17318-3,17/11/2019,Basic CMT – Trouser,CMT - Basic,0,52,2.00
17318-2,17/11/2019,FRESCO 3 - (510246),Huddersfield Fine Worsteds,0,52,3.50
17318-2,17/11/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,52,3.50
17318-1,17/11/2019,Perennial Solids - (225704),Artextile,0,52,3.50
17318-1,17/11/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,52,3.50
17317-2,16/11/2019,FRESCO 3 - (510246),Huddersfield Fine Worsteds,0,94,1.00
17317-2,16/11/2019,Basic CMT – Waistcoat,CMT - Basic,0,94,1.00
17317-1,16/11/2019,FRESCO 3 - (510249),Huddersfield Fine Worsteds,0,48,3.30
17317-1,16/11/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,48,3.30
17316-2,16/11/2019,Lindley - (5914),Dugdale Bros,.1,50,3.90
17316-2,16/11/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,50,3.90
17316-1,16/11/2019,Flannel - (10014.044.1),Filarte,0,50,3.50
17316-1,16/11/2019,Basic CMT – 2 PC Suit,CMT - Basic,0,50,3.50
